URL,음식이름,재료
"http://terms.naver.com//entry.nhn?docId=1989563&cid=42785&categoryId=44169
",코다리매운조림," 주재료 : 코다리 2마리, 양파 ¼개, 홍고추 1개
 부재료 : 다시마(우린 물) ½컵, 참치액 1작은술, 참기름 1작은술, 고추장 2큰술, 파(다진 파) 2큰술, 청주 1큰술, 마늘(다진 마늘) 1큰술, 생강(다진 생강 약간), 깨소금(약간), 소금(약간), 후춧가루(약간)
 재료설명 : 조림장 (다시마 ½컵, 참치액 1작은술, 참기름 1작은술, 고추장 2큰술, 파 2큰술, 청주 1큰술, 마늘 1큰술, 생강, 깨소금, 소금, 후춧가루)
"
"http://terms.naver.com//entry.nhn?docId=1988668&cid=42785&categoryId=42787
",미역줄기볶음," 주재료 : 염장 미역줄기 200g 부재료 : 양파 1/3개(60g), 당근 1/3개(60g), 마늘(다진마늘) 1큰술(10g), 홍고추 1개(10g), 식용유 2큰술(30ml), 물 1/4컵(50ml), 소금 1작은술(3g), 통깨 1작은술(3g)"
"http://terms.naver.com//entry.nhn?docId=1992193&cid=42785&categoryId=42794
",굴 무침," 주재료 : 생굴 300g, 붉은 고추 1/2개, 배 1/4개, 실파 1뿌리
 부재료 : 고춧가루 2큰술, 간장 1/2큰술, 다진 마늘 1/2큰술, 참기름 1작은술, 통깨 1작은술
 재료설명 : 양념 (고춧가루 2큰술, 간장 1/2큰술, 다진 마늘 1/2큰술, 참기름 1작은술, 통깨 1작은술)
"
"http://terms.naver.com//entry.nhn?docId=1988457&cid=42785&categoryId=42795
",황태국," 주재료 : 황태 100g, 무 100g
 부재료 : 고추(풋고추) 1개(10g), 고추(홍고추) 1개(10g), 대파 10cm(20g), 마늘 1쪽(5g), 새우젓 1큰술(10g), 물 5컵(1L), 참기름 1큰술(15ml)
"
"http://terms.naver.com//entry.nhn?docId=1992670&cid=42785&categoryId=42794
",양미리 조림," 주재료 : 양미리 8마리, 무 200g, 대파 1대, 붉은 고추 1/2개, 풋고추 1/2개, 물 1컵, 소금(약간)
 부재료 : 국간장 2큰술, 고춧가루 1큰술, 다진 마늘 2큰술, 다진 생강(약간)
 재료설명 : 양념장 (국간장 2큰술, 고춧가루 1큰술, 다진 마늘 2큰술, 다진 생강)
"
"http://terms.naver.com//entry.nhn?docId=1988328&cid=42785&categoryId=42795
",닭간장조림," 주재료 : 닭고기(닭고기) 250g
 부재료 : 밑간(청주 1큰술(15ml), 후추(후춧가루 약간)), 식용유 1큰술(15ml), 양념(물 1/2컵(100ml), 간장 2큰술(30ml), 설탕 1과 1/2큰술(15g), 마늘즙 1작은술(5ml), 생강즙 1/2작은술(3ml)), 깨(깨 약간)
"
"http://terms.naver.com//entry.nhn?docId=1988447&cid=42785&categoryId=42795
",느타리버섯볶음," 주재료 : 느타리버섯 240g, 당근 20g, 양파 50g, 풋고추 7g
 부재료 : 대파 12g, 식용유 30ml, 마늘(다진 마늘) 7g, 참기름 15ml, 깨소금 5g, 후춧가루(후춧가루 약간)
"
"http://terms.naver.com//entry.nhn?docId=1988894&cid=42785&categoryId=44169
",말린취나물볶음," 주재료 : 취(말린 취) 50g
 부재료 : 파(다진 파) 1큰술, 국간장 1큰술, 참기름 1큰술, 식용유 1큰술, 마늘(다진 마늘) 1작은술, 깨소금 ½큰술, 통깨 ½작은술, 실고추(약간)
"
"http://terms.naver.com//entry.nhn?docId=1988612&cid=42785&categoryId=42795
",명란젓," 주재료 : 명란 70g
 부재료 : 소금 2와 1/2큰술(25g), 고춧가루 3큰술(15g), 마늘(다진 마늘) 1/2큰술(5g)
"
"http://terms.naver.com//entry.nhn?docId=1989072&cid=42785&categoryId=44169
",부추건파래무침," 주재료 : 부추 100g, 건파래 30g
 부재료 : 쪽파 3대, 실고추(약간), 간장 1작은술, 참치액 1작은술, 물엿 1작은술, 통깨 1작은술, 마늘(다진 마늘) 1큰술, 참기름 1큰술, 소금(약간)
 재료설명 : 무침 양념장 (간장 1작은술, 참치액 1작은술, 물엿 1작은술, 통깨 1작은술, 마늘 1큰술, 참기름 1큰술, 소금)
"
"http://terms.naver.com//entry.nhn?docId=1991002&cid=42785&categoryId=42792
",봄동 겉절이," 주재료 : 봄동 200g, 굵은 소금 2큰술, 홍고추 1개, 참기름 1/2큰술, 깨 2작은술
 부재료 : 피시소스 2큰술, 고춧가루 2큰술, 사과즙 1큰술, 마늘(다진 것) 1/2큰술, 물엿 1큰술, 설탕 1/2큰술, 식초 1/2큰술
"
"http://terms.naver.com//entry.nhn?docId=1990971&cid=42785&categoryId=42792
",멍게 비빔밥," 주재료 : 멍게 8~10개, 밥 2공기, 상추 10장, 깻잎 10장, 달래 1줌, 무순 약간, 조미김 10장, 어린잎 채소 적당량
 부재료 : 고추장 4큰술, 매실청 2큰술, 감식초 1큰술, 물엿 2큰술, 통깨 1큰술, 밥 4인분
 재료설명 : 초고추장 (고추장 4큰술, 매실청 2큰술, 감식초 1큰술, 물엿 2큰술, 통깨 1큰술, 밥 4인분)
"
"http://terms.naver.com//entry.nhn?docId=1988529&cid=42785&categoryId=42795
",카레볶음밥," 주재료 : 카레가루 1큰술(10g), 양파 1/8개(25g), 당근 1/20개(10g), 완두콩(완두콩 통조림) 1큰술(10g), 밥 1공기(200g)
 부재료 : 식용유 2큰술(30ml)
 대체재료 :(1) 당근 → 홍피망 (개인의 기호에 따라 야채의 종류는 달리 할 수 있다.)(2) 완두콩 → 청피망 (개인의 기호에 따라 야채의 종류는 달리 할 수 있다.)
"
"http://terms.naver.com//entry.nhn?docId=1988132&cid=42785&categoryId=42795
",고추잡채," 주재료 : 청피망 1개(100g), 돼지고기 (등심)100g, 고추기름 2큰술(30ml) 부재료 : 통조림 죽순 30g, 표고버섯 1개(25g), 달걀(달걀흰자,1개분) 30g, 녹말가루 1/2큰술(5g), 양파 1/3개(70g), 청주 1큰술(15ml), 간장 1큰술(15ml), 굴소스 1과 1/2큰술(15g), 참기름 1/2작은술(2ml), 후춧가루 약간 대체재료 :(1) 청피망 → 맵지 않은 풋고추 (개인 기호에 맞춰 사용해도 좋다.)(2) 돼지고기 → 쇠고기 (개인 기호에 맞춰 사용해도 좋다.)"
"http://terms.naver.com//entry.nhn?docId=1988758&cid=42785&categoryId=42787
",시금치된장국," 주재료 : 시금치 4줌(200g), 된장 4큰술(60g) 부재료 : 물 7과 1/2컵(1,500ml), 국물용멸치 3마리(30g), 다시마 5×5cm 3장(3g), 마늘(다진 마늘) 1큰술(10g), 대파 10cm(20g), 고춧가루 1/2작은술(1g), 재래간장 1작은술(5ml)"
"http://terms.naver.com//entry.nhn?docId=1988479&cid=42785&categoryId=42795
",미역초무침," 주재료 : 미역(데친 미역) 80g, 무 22g, 오이 20g
 부재료 : 양념(식초 2큰술(20ml), 설탕 1큰술(10g), 소금 1/2작은술(2g)), 통깨(깨 약간)
 대체재료 : 오이 → 청양고추 (기호에 따라 매운맛을 원할 경우 청양고추를 가늘게 채썰어 사용할 수 있다.)
"
"http://terms.naver.com//entry.nhn?docId=1991415&cid=42785&categoryId=42788
",오이피클," 주재료 : 오이 2개, 무 1/4개, 브로콜리 1/4개, 적채 1/4통, 월계수잎 1장, 로즈메리 1줄기, 통후추 1큰술
 부재료 : 물 2 1/2컵, 식초(사과식초) 2 1/2컵, 설탕 1 1/2컵, 소금 4큰술
"
"http://terms.naver.com//entry.nhn?docId=1989726&cid=42785&categoryId=44169
",팬케이크," 주재료 : 밀가루 1컵, 달걀 1개, 우유 ½컵
 부재료 : 설탕 2큰술, 꿀 3큰술, 소금(약간), 버터(약간)
"
"http://terms.naver.com//entry.nhn?docId=1989973&cid=42785&categoryId=42798
",연근샐러드," 주재료 : 연근 1/4개, 사과 1/2개, 비타민 20g
 부재료 : 초콩 2숟가락, 마요네즈 6숟가락, 꿀 1숟가락, 소금(약간)
 재료설명 : 드레싱 (초콩 2숟가락, 마요네즈 6숟가락, 꿀 1숟가락, 소금)
"
"http://terms.naver.com//entry.nhn?docId=1988659&cid=42785&categoryId=42787
",김치볶음," 주재료 : 배추김치(익은 것) 2컵(300g)
 부재료 : 식용유 1큰술(15ml), 대파 5cm(10g), 참기름 1작은술(5ml), 마늘 1작은술(3g), 설탕 1/2작은술(2g)
"
"http://terms.naver.com//entry.nhn?docId=1988462&cid=42785&categoryId=42795
",야채볶음밥," 주재료 : 밥 2공기(400g), 애호박 1/5개(60g), 당근 1/20개(20g), 양파 1/4개(50g), 달걀 2개(100g)
 부재료 : 청주 2/3큰술(10ml), 대파 15cm(30g), 굴소스 2큰술(20g), 식용유 4큰술(60ml), 소금(소금 약간), 후춧가루(후춧가루 약간)
"
"http://terms.naver.com//entry.nhn?docId=1988652&cid=42785&categoryId=42787
",감자조림," 주재료 : 감자 1개(200g) 부재료 : 당근 1/6개(30g), 양파 1/10개(20g), 깨 1/2작은술(2g), 양념 재료(간장1과 1/2큰술(22ml), 물엿 1/2큰술(7ml), 마늘(다진 마늘) 1작은술(3g), 식용유 1/2큰술(7ml), 물 1/4컵(50ml))"
"http://terms.naver.com//entry.nhn?docId=1989139&cid=42785&categoryId=44169
",무콩나물밥과 달래장," 주재료 : 무 100g, 콩나물 80g
 부재료 : 호두 12알, 쌀(불린 쌀) 1컵, 물 1컵, 흑설탕 1작은술, 소금(약간), 달래 80g, 간장 1큰술, 물 1큰술, 참치액 1작은술, 마늘(다진 마늘) 1작은술, 고춧가루(고운 고춧가루) ½작은술, 실파(송송 썬 실파) 2큰술, 깨소금(약간), 참기름(약간)
 재료설명 : 달래장 (달래 80g, 간장 1큰술, 물 1큰술, 참치액 1작은술, 마늘 1작은술, 고춧가루 ½작은술, 실파 2큰술, 깨소금, 참기름)
"
"http://terms.naver.com//entry.nhn?docId=1988757&cid=42785&categoryId=42787
",돼지고기장조림," 주재료 : 돼지고기(안심) 200g
 부재료 : 생강(마늘크기) 1톨(5g), 간장 1/3컵(75ml), 물 1과 1/2컵(300ml), 설탕 2큰술(20g), 청주 1큰술(15ml) 
"
"http://terms.naver.com//entry.nhn?docId=1988782&cid=42785&categoryId=42787
",전복죽," 주재료 : 쌀 1컵(160g), 전복 300g
 부재료 : 물 6컵(1,200ml), 참기름 2큰술(30ml), 소금 1큰술(10g)
"
"http://terms.naver.com//entry.nhn?docId=1988556&cid=42785&categoryId=42795
",볶음쌀국수," 주재료 : 쌀국수면 40g, 양배추(손바닥 크기) 2장(60g), 숙주나물 2줌(100g), 샐러리 5g, 당근 1/20개(10g), 대파 10cm(20g), 새우(칵테일새우) 80g
 부재료 : 볶음 양념(간장 1큰술(15ml), 청주 1큰술(15ml), 맛술 1큰술(15ml), 피시소스 1작은술(5ml), 다시마국물 2큰술(30ml)), 식용유 2큰술(30ml), 마늘(다진 마늘) 1큰술(10g), 고춧가루 1큰술(5g)
 대체재료 :(1) 피시소스 → 굴소스 (피시소스로 하여야 좋으나 굴소스로 대체하여도 좋다.)(2) 다시마국물 → 물 (물로 대체하여도 좋다.)
"
"http://terms.naver.com//entry.nhn?docId=1988304&cid=42785&categoryId=42795
",김치제육볶음," 주재료 : 돼지고기(목살) 100g, 배추김치 1/2컵(70g) 부재료 : 청양고추 1/2개(5g), 홍고추 1/2개(5g), 양파 1/5개(40g), 대파 5cm(10g), 양념장(마늘(다진 마늘) 2/3큰술(7g), 생강(다진 생강) 1/3작은술(1g), 고춧가루 2큰술(10g), 간장 1큰술(15ml), 청주 2큰술(30ml), 설탕 1/2큰술(5g), 깨소금 약간, 후춧가루 약간), 식용유 1큰술(15ml), 참기름 1작은술(5ml) 대체재료 : 청주 → 소주 (청주 대신 소주를 넣어도 고기의 누린내를 잡을 수 있다.)"
"http://terms.naver.com//entry.nhn?docId=1991202&cid=42785&categoryId=42788
",고춧잎 무말랭이무침," 주재료 : 무말랭이 100g, 고춧잎 100g
 부재료 : 간장 1큰술, 설탕 1큰술, 맛 술 1큰술, 고춧가루 2큰술, 액 젓 1큰술, 물엿 1큰술, 다진 파 2큰술, 다진 마늘 1큰술, 참기름 2작은술, 깨소금 1큰술
"
"http://terms.naver.com//entry.nhn?docId=1988143&cid=42785&categoryId=42795
",우동," 주재료 : 우동면 400g, 어묵 100g, 가쓰오부시 1컵(5g)
 부재료 : 곤약 30g, 달걀(삶은달걀) 1개(50g), 표고버섯 2개(50g), 쑥갓(쑥갓 약간), 매화어묵 10g, 새우 2마리(40g), 대파 10cm(20g), 팽이버섯 20g, 다시마 10×10cm(8g), 재래간장 2큰술(30ml), 나오시 약간, 혼다시 약간, 청주 1큰술(15ml), 시치미 약간, 물 5컵(1L)
"
"http://terms.naver.com//entry.nhn?docId=1990912&cid=42785&categoryId=42792
",꼬치 산적," 주재료 : 쇠고기 300g, 오이 1개, 당근 2/3개, 새송이 버섯 2개, 계란 3개, 식용유 적당량, 소금 약간, 잣가루 1큰술
 부재료 : 간장 2큰술, 설탕 1큰술, 마늘(다진 것) 1/2큰술, 파(다진 것) 1작은술, 참기름 1큰술, 후춧가루 약간
 재료설명 : 쇠고기 양념 (간장 2큰술, 설탕 1큰술, 마늘 1/2큰술, 파 1작은술, 참기름 1큰술, 후춧가루 약간)
"
"http://terms.naver.com//entry.nhn?docId=1989782&cid=42785&categoryId=44169
",모닝빵불고기샌드위치," 주재료 : 모닝빵 4개, 쇠고기(불고깃감) 300g, 버터 1큰술, 양상추 2장, 오이피클 1개, 파인애플(통조림) ¼통
 부재료 : 간장 1½큰술, 파(다진 파) 1작은술, 마늘(다진 마늘) 1작은술, 청주 1작은술, 깨소금 1작은술, 참기름 1작은술, 설탕 1큰술, 후춧가루(약간)
 재료설명 : 고기 양념 (간장 1½큰술, 파 1작은술, 마늘 1작은술, 청주 1작은술, 깨소금 1작은술, 참기름 1작은술, 설탕 1큰술, 후춧가루)
"
"http://terms.naver.com//entry.nhn?docId=1989323&cid=42785&categoryId=44169
",차돌박이된장찌개," 주재료 : 차돌박이 150g, 애호박 ½개, 감자 1개, 청양고추 1개, 홍고추 1개, 대파 1대
 부재료 : 집된장 1큰술, 일본된장 1큰술, 쌀뜨물 4컵, 소금(약간), 소금(약간), 후춧가루(약간), 마늘(다진 마늘) ½작은술
 재료설명 : 차돌박이 양념 (소금, 후춧가루, 마늘 ½작은술)
"
"http://terms.naver.com//entry.nhn?docId=1988841&cid=42785&categoryId=42795
",강된장," 주재료 : 된장 10큰술(150g), 쇠고기(다진 쇠고기) 100g
 부재료 : 고추장 1큰술(15g), 표고버섯(다진표고버섯) 1/2개(15g), 풋고추 2개(20g), 꿀 4큰술(40ml), 참기름 2큰술(30ml), 멸치국물 1/4컵(50ml), 양념 재료(진간장 1큰술(15ml), 설탕 1큰술(10g), 마늘(다진 마늘) 1큰술(10g), 대파(다진 파) 1큰술(10g), 생강(다진 생강) 1/2큰술(5g), 후춧가루(약간)) 대체재료 : 쇠고기 → 우렁이 (우렁이를 다져서 이용하면 식감이 쫄깃하여 맛이 좋다.)
"
"http://terms.naver.com//entry.nhn?docId=1991438&cid=42785&categoryId=42788
",참치 김치전," 주재료 : 참치 1캔, 양파 1개, 쪽파 4대, 청 고추 2개, 홍 고추 1개, 깻잎 4장, 다진 김치 1컵, 밀가루 1/2컵, 부침 가루 1/2컵, 계란 2개, 물 1컵
 부재료 : 다진 마늘 1큰술, 청주 1큰술, 소금 약간, 후춧가루 약간, 식용유 적당량
"
"http://terms.naver.com//entry.nhn?docId=1988218&cid=42785&categoryId=42795
",웨지감자," 주재료 : 감자 2개(400g)
 부재료 : 버터(녹인 버터) 4와 1/2큰술(45g), 소금 1/2큰술(5g), 후추(후춧가루 약간), 로즈메리 4~5줄기(6g), 타임(말린 타임) 약간
 대체재료 : 버터 → 올리브유 (버터가 없을 경우 올리브유로 사용하여도 좋다.)
"
"http://terms.naver.com//entry.nhn?docId=1988470&cid=42785&categoryId=42795
",미음," 주재료 : 쌀(불린 쌀) 25g
 부재료 : 물 700ml
"
"http://terms.naver.com//entry.nhn?docId=1992582&cid=42785&categoryId=42794
",파래무침," 주재료 : 파래김 50g, 붉은 고추 1개, 풋고추 1개, 통깨(약간)
 부재료 : 간장 6큰술, 물 1컵, 물엿 2큰술, 고춧가루 1큰술, 설탕 2작은술, 마른 고추 1개
 재료설명 : 양념장 (간장 6큰술, 물 1컵, 물엿 2큰술, 고춧가루 1큰술, 설탕 2작은술, 마른 고추 1개)
"
"http://terms.naver.com//entry.nhn?docId=1988752&cid=42785&categoryId=42787
",오징어국," 주재료 : 오징어 1마리(240g), 무 150g
 부재료 : 쪽파 4줄기(40g), 물 5컵(1L), 소금(소금 약간), 고춧가루 1큰술(5g), 마늘(다진 마늘) 2/3큰술(8g), 간장(재래 간장) 1큰술(15ml)
"
"http://terms.naver.com//entry.nhn?docId=1988351&cid=42785&categoryId=42795
",유산슬," 주재료 : 해삼 100g, 죽순 60g, 돼지고기 50g, 새우(중하) 3마리(60g), 녹말가루 1/2큰술(5g)
 부재료 : 표고버섯 1개(25g), 팽이버섯 20g, 부추 1/5줌(10g), 달걀(달걀흰자1/2개분) 15g, 식용유 2큰술(30ml), 대파 5cm(10g), 생강(마늘 크기) 1톨(5g), 마늘 2쪽(10g), 청주 1큰술(15ml), 간장 1큰술(15ml), 닭육수 1컵(200ml), 굴소스 1큰술(10g), 후춧가루(후춧가루 약간), 녹말물 1과 1/2큰술(녹말가루 1과 1/2큰술 + 물 1과 1/2큰술), 참기름 1/2작은술(2ml)
"
"http://terms.naver.com//entry.nhn?docId=1988481&cid=42785&categoryId=42795
",황태찜," 주재료 : 황태 3마리(350g)
 부재료 : 황태머리 육수(황태머리 3개분(50g), 물 3컵(600ml), 양파 1/5개(40g), 홍고추(건고추) 1개(2g), 후추(통후추) 1작은술(3g), 다시마 사방 5cm(2g)),양념(간장 1/2컵(100ml), 맛술 2큰술(30ml), 매실청 2큰술(30ml), 물엿 3큰술(30g), 참기름 1큰술(15ml), 마늘(다진 마늘) 3큰술(30g), 양파(다진 양파) 3큰술(30g), 후춧가루(후춧가루 약간), 황태머리육수 1과 1/2컵(300ml)), 당근 1/2개(100g), 표고버섯(건표고버섯) 3개(9g), 대파(대파 흰 부분) 10cm 5대(100g), 홍고추 2개(20g), 실고추(실고추 약간), 깨 2/3큰술(7g), 표고버섯 양념(간장 2큰술(30ml), 마늘(다진 마늘) 1큰술(10g), 설탕 1과 1/2큰술(15g), 참기름 1/2큰술(8ml), 후춧가루(후춧가루 약간))
"
"http://terms.naver.com//entry.nhn?docId=1988799&cid=42785&categoryId=42787
",굴밥," 주재료 : 굴 200g, 콩나물 2줌(100g), 쌀 2와 1/2컵(380g)
 부재료 : 김(a4용지 크기) 1장(2g), 참기름 1작은술(5ml), 양념장(깨(깨 약간), 고춧가루 1큰술(5g), 마늘(다진 마늘) 1/2큰술(5g), 쪽파 2줄기(20g), 간장 4큰술(60ml), 참기름 1작은술(5ml)), 물 2와 1/2컵(500ml)
"
"http://terms.naver.com//entry.nhn?docId=1988436&cid=42785&categoryId=42795
",사골국," 주재료 : 사골 1kg, 쇠고기(쇠고기 사태) 800g, 무 500g
 부재료 : 다시마 100g, 대파 20cm(40g)+10cm(20g), 양파 1개(200g), 마늘 30쪽(200g), 생강(마늘 크기) 25톨(50g), 소금 약간, 소면 200g
"
"http://terms.naver.com//entry.nhn?docId=1991975&cid=42785&categoryId=42794
",아구찜," 주재료 : 아구 1/2마리, 콩나물 300g, 미나리 20g, 미더덕 80g, 붉은 고추 1개, 풋고추 1개, 찹쌀가루 4큰술, 느타리버섯 50g, 굵은 파 1대
 부재료 : 고춧가루 2큰술, 고추장 1/2큰술, 다진 마늘 1/2큰술, 생강즙 1/2큰술, 후춧가루 1/2작은술, 청주 2큰술, 소금(약간), 다시마 10cm, 물 2컵, 무 100g, 대파 2대, 간장 1큰술, 고추냉이 1작은술, 설탕 1/2큰술, 물 2큰술, 식초 1/2큰술
 재료설명 : 양념장 (고춧가루 2큰술, 고추장 1/2큰술, 다진 마늘 1/2큰술, 생강즙 1/2큰술, 후춧가루 1/2작은술, 청주 2큰술, 소금), 국물 (다시마 10cm, 물 2컵, 무 100g, 대파 2대), 간장 소스 (간장 1큰술, 고추냉이 1작은술, 설탕 1/2큰술, 물 2큰술, 식초 1/2큰술)
"
"http://terms.naver.com//entry.nhn?docId=1992373&cid=42785&categoryId=42794
",코다리찜," 주재료 : 코다리 4마리, 붉은 고추 2개, 배추김치 200g, 굵은 실(약간)
 부재료 : 간장 4큰술, 고추장 1큰술, 고춧가루 1/2작은술, 설탕 1/2큰술, 청주 1/2큰술, 다진 마늘 1작은술, 다진 생강(약간)
 재료설명 : 코다리 양념 (간장 4큰술, 고추장 1큰술, 고춧가루 1/2작은술, 설탕 1/2큰술, 청주 1/2큰술, 다진 마늘 1작은술, 다진 생강)
"
"http://terms.naver.com//entry.nhn?docId=1988258&cid=42785&categoryId=42795
",참치미역국," 주재료 : 참다랑어(참치 통조림) 100g, 미역(건미역) 10g
 부재료 : 참기름 1큰술(15ml), 간장(재래간장) 2큰술(30ml), 물 3컵(600ml), 마늘 1/2큰술(10g)
 대체재료 :(1) 참기름 → 들기름 (생선을 사용한 미역국에는 들기름도 많이 이용되고 있으므로 개인의 기호에 따라 참기름 대신 들기름을 사용하여도 무방하다.)(2) 간장 → 소금 (재래간장이 없거나 진한 맛보다는 깨끗한 맛을 원하면 소금으로 간을 맞춰도 된다.)
"
"http://terms.naver.com//entry.nhn?docId=1988858&cid=42785&categoryId=42795
",초고추장," 주재료 : 고추장 1큰술(15g), 식초 1작은술(5ml)
 부재료 : 설탕 1/2큰술(5g), 깨 1/2작은술(2g)
 대체재료 : 설탕 → 사이다 (설탕 대신 단맛을 내는 사이다를 넣으면 청량감을 얻을 수 있다.)
"
"http://terms.naver.com//entry.nhn?docId=1988775&cid=42785&categoryId=42787
",콩나물무침," 주재료 : 콩나물 4줌(200g) 부재료 : 소금(데치는 용) 1/2작은술(2g), 물 1컵(200ml), 소금 4g, 대파(다진 대파) 1큰술(10g), 마늘(다진 마늘) 1작은술(3g), 참기름 1/2큰술(7ml), 깨 1작은술(3g) 재료설명 : 양념 (소금 1작은술(3g), 대파(다진 대파) 1큰술(10g), 마늘(다진 마늘) 1작은술(3g), 참기름 1/2큰술(5g), 통깨 1작은술(3g))"
"http://terms.naver.com//entry.nhn?docId=1988681&cid=42785&categoryId=42787
",배추겉절이," 주재료 : 배추(알배기 배추) 4~5장(200g), 실파 3줄기(30g)
 부재료 : 마늘 1/2큰술(5g), 생강(다진 생강) 1/2작은술(1g), 고춧가루 1큰술(5g), 멸치액젓 1큰술(15ml), 소금(굵은 소금) 1큰술(10g), 설탕 1/2큰술(5g), 깨소금 1작은술(2g), 참기름 1/2큰술(7ml)
"
"http://terms.naver.com//entry.nhn?docId=1991953&cid=42785&categoryId=42792
",명란젓 달걀찜," 주재료 : 달걀 4개, 명란젓 50g, 꽃새우 6마리, 미나리 10장, 은행 12알, 만가닥 버섯 1/2팩, 소금 약간, 후춧가루 약간씩
 부재료 : (맛국물) 다시마 국물 4.5컵, 청주 1큰술, 소금 1작은술, 간장 1작은술, (소스) 맛국물 1.5컵, 맛술 1작은술, 전분 1.5작은술
"
"http://terms.naver.com//entry.nhn?docId=1988710&cid=42785&categoryId=42787
",뚝배기계란찜," 주재료 : 달걀 3개(150g), 대파 5cm(10g)
 부재료 : 새우젓 2/3큰술(8g), 다시마 5×5cm, 물 1컵(200ml), 청주 1/2큰술(7ml)
"
"http://terms.naver.com//entry.nhn?docId=1988662&cid=42785&categoryId=42787
",콩자반," 주재료 : 콩(검은콩) 1컵(140g) 부재료 : 양념(간장 3큰술(45ml), 물엿 3큰술(30g)), 깨(깨 약간)"
"http://terms.naver.com//entry.nhn?docId=1991206&cid=42785&categoryId=42788
",고추장소스 닭강정," 주재료 : 닭 가슴살 1팩, 양파 즙 3큰술, 청주 4큰술, 소금 1큰술, 후춧가루 약간, 땅콩 다진 것 4큰술, 식용유 적당량
 부재료 : 건 고추 1개, 다진 마늘 2큰술, 다진 대파 2큰술, 올리고당 3큰술, 고추장 2 1/2큰술, 토마토 케첩 7큰술, 간장 1/2큰술, 생강즙 약간
 재료설명 : 밑간 (양파 즙 3큰술, 청주 4큰술, 소금 1큰술, 후춧가루 약간)
"
"http://terms.naver.com//entry.nhn?docId=1988210&cid=42785&categoryId=42795
",양념치킨," 주재료 : 닭고기 1마리(1kg)
 부재료 : 우유 2컵(400ml), 식용유 5컵(1L), 땅콩(땅콩 분태) 3큰술(30g), 닭 밑간(소금 1작은술(3g), 후추(후춧가루 약간), 청주 1큰술(15ml), 마늘(다진 마늘) 2큰술(20g)), 튀김옷(튀김가루 1/2컵(50g), 감자전분 1/2컵(50g), 베이킹파우더 1작은술(2g)),  양념소스(토마토케첩 6큰술(60g), 고추장 6큰술(90g), 청주 2큰술(30ml), 흑설탕 4큰술(40g), 물엿 6큰술(60g), 스위트칠리소스 1큰술(10g), 우스터소스 1/2큰술(7ml), 양파(간 양파) 2큰술(20g), 마늘(다진 마늘) 1큰술(10g), 포도씨유 1큰술(15ml))
 대체재료 : 식용유 → 포도씨유 (콜레스테롤이 높으신 분들은 포도씨유를 사용한다.)
"
"http://terms.naver.com//entry.nhn?docId=1988362&cid=42785&categoryId=42787
",해물찜," 주재료 : 오징어 1마리(240g), 고둥 120g, 새우(중하) 6마리(120g), 대합 250g, 홍합 250g 부재료 : 콩나물 5줌(250g), 미나리 2줌(100g), 깻잎 5장(10g), 양념(고춧가루 4큰술(20g), 마늘 1큰술(10g), 소금 1/2작은술(2g), 대파(다진 파) 1과 1/2큰술(15g), 간장 4큰술(60ml), 청주 2큰술(30ml)), 녹말물 2큰술(녹말가루 2큰술+물 2큰술), 멸치국물 1컵(200ml)"
"http://terms.naver.com//entry.nhn?docId=1988341&cid=42785&categoryId=42795
",새우크림스파게티," 주재료 : 스파게티 150g, 새송이버섯 1/3개(30g), 새우(중하) 10마리(200g)
 부재료 : 마늘 3쪽(15g), 생크림 1과 1/2컵(300ml), 버터 1큰술(10g), 파르메산치즈(파르메산 치즈가루) 1큰술(10g), 올리브유 1큰술(15ml), 화이트와인 1큰술(15ml), 파슬리(다진 파슬리 약간) 10g, 소금(소금 약간), 후추(후춧가루 약간), 물 1/2컵(100ml) 
"
"http://terms.naver.com//entry.nhn?docId=1988049&cid=42785&categoryId=42795
",식빵피자," 주재료 : 식빵(토스트용) 4장(160g), 피망 1개(100g)(홍피망, 청피망), 양파 1/4개(50g), 모차렐라치즈 (슈레드 피자치즈)100g 부재료 : 토마토소스(시판용) 4큰술(40g), 파슬리가루(파슬리가루 약간), 버터 약간"
"http://terms.naver.com//entry.nhn?docId=1988211&cid=42785&categoryId=42795
",참치전," 주재료 : 참다랑어(참치통조림) 1캔(100g), 청피망 1/10개(10g), 홍피망 1/10개(10g), 당근 1/10개(20g), 달걀 1개(50g)
 부재료 : 밀가루 1큰술(5g), 소금 (소금 약간), 후추(후춧가루 약간), 식용유 1큰술(15ml)
"
"http://terms.naver.com//entry.nhn?docId=1991665&cid=42785&categoryId=42789
",등갈비 양념," 주재료 : 다진 마늘 1큰술, 다진 생강 1/2큰술, 양파 1/2개, 발사믹 식초 3큰술, 토마토케첩 3큰술, 유자청 3큰술, 진간장 2큰술, 에스프레소 100mL, 타임 4줄기, 드라이 오레가노 1큰술, 통깨 1/2큰술, 계핏가루 1/2큰술, 파인애플 50g, 정종 50mL, 미림 50mL
 부재료 : 통후추 1/2큰술, 월계수잎 3장, 으깬 마늘 3개, 으깬 생강 1개, 양파 1/2개, 통계피 1/2개
 재료설명 : 등갈비 삶을 때 향신료 (통후추 1/2큰술, 월계수잎 3장, 으깬 마늘 3개, 으깬 생강 1개, 양파 1/2개, 통계피 1/2개)
"
